ID	Name	Team	Position	Age	nhlId	BirthDate
3044	Rem Pitlick	Nashville Predators	Forward	24	8479514	1997-04-02
3045	Remi Elie	Tampa Bay Lightning	Forward	26	8477461	1995-04-16
3046	Remi Poirier	Dallas Stars	Goalie	19	8482465	2001-10-06
3047	Rene Bourque	N/A	Forward	39	8471504	1981-12-10
3048	Reto Berra	N/A	Goalie	34	8473499	1987-01-03
3049	Rhett Gardner	Dallas Stars	Forward	25	8479587	1996-02-28
3050	Rhett Holland	N/A	Defenseman	27	8476976	1993-09-25
3051	Rhett Pitlick	Montréal Canadiens	Forward	20	8481746	2001-02-07
3052	Rhett Rakhshani	N/A	Forward	33	8473456	1988-03-06
3053	Rich Clune	N/A	Forward	34	8471733	1987-04-25
3054	Rich Peverley	N/A	Forward	39	8471514	1982-07-08
3055	Richard Bachman	N/A	Goalie	34	8473614	1987-07-25
3056	Richard Nejezchleb	N/A	Forward	27	8477561	1994-05-02
3057	Richard Panik	New York Islanders	Forward	30	8475209	1991-02-07
3058	Richard Park	N/A	Forward	45	8460541	1976-05-27
3059	Rick DiPietro	N/A	Goalie	40	8468481	1981-09-19
3060	Rick Nash	N/A	Forward	37	8470041	1984-06-16
3061	Rickard Rakell	Anaheim Ducks	Forward	28	8476483	1993-05-05
3062	Ridly Greig	Ottawa Senators	Forward	19	8482092	2002-08-08
3063	Riley Barber	Detroit Red Wings	Forward	27	8477003	1994-02-07
3064	Riley Bruce	N/A	Defenseman	24	8478913	1997-07-16
3065	Riley Damiani	Dallas Stars	Forward	21	8480988	2000-03-20
3066	Riley Duran	Boston Bruins	Forward	19	8482213	2002-01-25
3067	Riley Hughes	New York Rangers	Forward	21	8481085	2000-06-27
3068	Riley Kidney	Montréal Canadiens	Forward	18	8482828	2003-03-25
3069	Riley Nash	Winnipeg Jets	Forward	32	8474062	1989-05-09
3070	Riley Sheahan	N/A	Forward	29	8475772	1991-12-07
3071	Riley Stillman	Chicago Blackhawks	Defenseman	23	8479388	1998-03-09
3072	Riley Stotts	Carolina Hurricanes	Forward	21	8480810	2000-01-05
3073	Riley Sutter	Washington Capitals	Forward	21	8480791	1999-10-25
3074	Riley Tufte	Dallas Stars	Forward	23	8479362	1998-04-10
3075	Rinat Valiev	N/A	Defenseman	26	8477642	1995-05-11
3076	Rob Klinkhammer	N/A	Forward	35	8473970	1986-08-12
3077	Rob O'Gara	N/A	Defenseman	28	8476303	1993-07-06
3078	Rob Scuderi	N/A	Defenseman	42	8467452	1978-12-30
3079	Rob Zepp	N/A	Goalie	40	8467972	1981-09-07
3080	Robbie Russo	New Jersey Devils	Defenseman	28	8476418	1993-02-15
3081	Robbie Stucker	Columbus Blue Jackets	Defenseman	22	8480294	1998-09-30
3082	Robby Fabbri	Detroit Red Wings	Forward	25	8477952	1996-01-22
3083	Robert Baillargeon	N/A	Forward	27	8476940	1993-11-26
3084	Robert Bortuzzo	St. Louis Blues	Defenseman	32	8474145	1989-03-18
3085	Robert Flinton	Tampa Bay Lightning	Forward	18	8482951	2003-08-16
3086	Robert Hagg	Buffalo Sabres	Defenseman	26	8477462	1995-02-08
3087	Robert Mastrosimone	Detroit Red Wings	Forward	20	8481561	2001-01-24
3088	Robert Orr	Carolina Hurricanes	Forward	18	8482755	2003-09-01
3089	Robert Thomas	St. Louis Blues	Forward	22	8480023	1999-07-02
3090	Roberto Luongo	Florida Panthers	Goalie	42	8466141	1979-04-04
3091	Robin Kovacs	N/A	Forward	24	8478418	1996-11-16
3092	Robin Lehner	Vegas Golden Knights	Goalie	30	8475215	1991-07-24
3093	Robin Norell	N/A	Defenseman	26	8477436	1995-02-18
3094	Robin Press	N/A	Defenseman	26	8477307	1994-12-21
3095	Robin Salo	New York Islanders	Defenseman	22	8480071	1998-10-13
3096	Roby Jarventie	Ottawa Senators	Forward	19	8482162	2002-08-08
3097	Robyn Regehr	N/A	Defenseman	41	8467344	1980-04-19
3098	Rocco Grimaldi	Nashville Predators	Forward	28	8476428	1993-02-08
3099	Rod Pelley	N/A	Forward	37	8472355	1984-09-01
3100	Roddy Ross	N/A	Goalie	21	8481671	2000-07-04
3101	Rodion Amirov	Toronto Maple Leafs	Forward	19	8482099	2001-10-02
3102	Rodrigo Abols	N/A	Forward	25	8479022	1996-01-05
3103	Roland McKeown	Colorado Avalanche	Defenseman	25	8477981	1996-01-20
3104	Roman Bychkov	Boston Bruins	Defenseman	20	8481610	2001-02-10
3105	Roman Cervenka	N/A	Forward	35	8476834	1985-12-10
3106	Roman Durny	Anaheim Ducks	Goalie	23	8481036	1998-05-28
3107	Roman Hamrlik	N/A	Defenseman	47	8458938	1974-04-12
3108	Roman Horak	N/A	Forward	30	8475264	1991-05-21
3109	Roman Josi	Nashville Predators	Defenseman	31	8474600	1990-06-01
3110	Roman Lyubimov	N/A	Forward	29	8479648	1992-01-06
3111	Roman Polak	N/A	Defenseman	35	8471392	1986-04-28
3112	Roman Schmidt	Tampa Bay Lightning	Defenseman	18	8482693	2003-02-27
3113	Roman Will	N/A	Goalie	29	8477914	1992-05-22
3114	Ron Hainsey	N/A	Defenseman	40	8468493	1981-03-24
3115	Ronalds Kenins	N/A	Forward	30	8477589	1991-02-28
3116	Ronan Seeley	Carolina Hurricanes	Defenseman	19	8482187	2002-08-02
3117	Roni Hirvonen	Toronto Maple Leafs	Forward	19	8482130	2002-01-10
3118	Ronnie Attard	Philadelphia Flyers	Defenseman	22	8481521	1999-03-20
3119	Roope Hintz	Dallas Stars	Forward	24	8478449	1996-11-17
3120	Roope Laavainen	N/A	Defenseman	23	8480207	1998-08-23
3121	Rory Kerins	Calgary Flames	Forward	19	8482209	2002-04-12
3122	Ross Colton	Tampa Bay Lightning	Forward	25	8479525	1996-09-11
3123	Ross Johnston	New York Islanders	Forward	27	8477527	1994-02-18
3124	Rostislav Klesla	N/A	Defenseman	39	8468484	1982-03-21
3125	Rostislav Olesz	N/A	Forward	35	8471220	1985-10-10
3126	Rourke Chartier	N/A	Forward	25	8478078	1996-04-03
3127	Roy Radke	N/A	Forward	24	8478887	1996-12-10
3128	Rudolfs Balcers	San Jose Sharks	Forward	24	8478870	1997-04-08
3129	Rushan Rafikov	Calgary Flames	Defenseman	26	8477327	1995-05-15
3130	Ruslan Fedotenko	N/A	Forward	42	8468172	1979-01-18
3131	Ruslan Iskhakov	New York Islanders	Forward	21	8481016	2000-07-22
3132	Ryan Bednard	N/A	Goalie	24	8478920	1997-03-31
3133	Ryan Bourque	N/A	Forward	30	8475243	1991-01-03
3134	Ryan Callahan	N/A	Forward	36	8471339	1985-03-21
3135	Ryan Carpenter	Chicago Blackhawks	Forward	30	8477846	1991-01-18
3136	Ryan Carter	N/A	Forward	38	8473646	1983-08-03
3137	Ryan Collins	N/A	Defenseman	25	8477978	1996-05-06
3138	Ryan Craig	N/A	Forward	39	8470065	1982-01-06
3139	Ryan Culkin	N/A	Defenseman	27	8476950	1993-12-15
3140	Ryan Donato	N/A	Forward	25	8477987	1996-04-09
3141	Ryan Dzingel	Arizona Coyotes	Forward	29	8476288	1992-03-09
3142	Ryan Ellis	Philadelphia Flyers	Defenseman	30	8475176	1991-01-03
3143	Ryan Fitzgerald	Philadelphia Flyers	Forward	26	8477352	1994-10-19
3144	Ryan Francis	Calgary Flames	Forward	19	8482112	2001-12-02
3145	Ryan Garbutt	N/A	Forward	36	8476116	1985-08-12
3146	Ryan Getzlaf	Anaheim Ducks	Forward	36	8470612	1985-05-10
3147	Ryan Graves	New Jersey Devils	Defenseman	26	8477435	1995-05-21
3148	Ryan Gropp	N/A	Forward	25	8478394	1996-09-16
3149	Ryan Hamilton	N/A	Forward	36	8472424	1985-04-15
3150	Ryan Hartman	Minnesota Wild	Forward	26	8477451	1994-09-20
3151	Ryan Johansen	Nashville Predators	Forward	29	8475793	1992-07-31
3152	Ryan Johnson	Buffalo Sabres	Defenseman	20	8481564	2001-07-24
3153	Ryan Johnston	N/A	Defenseman	29	8478963	1992-02-14
3154	Ryan Jones	N/A	Defenseman	25	8479527	1996-05-26
3155	Ryan Jones	N/A	Forward	37	8471323	1984-06-14
3156	Ryan Kesler	Anaheim Ducks	Forward	37	8470616	1984-08-31
3157	Ryan Kuffner	N/A	Forward	25	8481426	1996-06-12
3158	Ryan Kujawinski	N/A	Forward	26	8477400	1995-03-30
3159	Ryan Lindgren	New York Rangers	Defenseman	23	8479324	1998-02-11
3160	Ryan Lohin	N/A	Forward	25	8479570	1996-06-26
3161	Ryan Lomberg	Florida Panthers	Forward	26	8479066	1994-12-09
3162	Ryan MacInnis	Buffalo Sabres	Forward	25	8477974	1996-02-14
3163	Ryan Malone	N/A	Forward	41	8467988	1979-12-01
3164	Ryan Mantha	N/A	Defenseman	25	8478034	1996-06-18
3165	Ryan Mast	Boston Bruins	Defenseman	18	8482893	2003-01-14
3166	Ryan McCleary	Pittsburgh Penguins	Defenseman	18	8482897	2003-09-09
3167	Ryan McDonagh	Tampa Bay Lightning	Defenseman	32	8474151	1989-06-13
3168	Ryan McGregor	Arizona Coyotes	Forward	22	8480248	1999-01-29
3169	Ryan McLeod	Edmonton Oilers	Forward	21	8480802	1999-09-21
3170	Ryan Merkley	San Jose Sharks	Defenseman	21	8480847	2000-08-14
3171	Ryan Miller	N/A	Goalie	41	8468011	1980-07-17
3172	Ryan Murphy	Detroit Red Wings	Defenseman	28	8476465	1993-03-31
3173	Ryan Murray	Colorado Avalanche	Defenseman	27	8476850	1993-09-27
3174	Ryan Nugent-Hopkins	Edmonton Oilers	Forward	28	8476454	1993-04-12
3175	Ryan O'Byrne	N/A	Defenseman	37	8470672	1984-07-19
3176	Ryan O'Connell	Toronto Maple Leafs	Defenseman	22	8480290	1999-04-25
3177	Ryan O'Marra	N/A	Forward	34	8471689	1987-06-09
3178	Ryan O'Reilly	St. Louis Blues	Forward	30	8475158	1991-02-07
3179	Ryan O'Reilly	Detroit Red Wings	Forward	21	8481026	2000-03-21
3180	Ryan O'Rourke	Minnesota Wild	Defenseman	19	8482143	2002-05-16
3181	Ryan Olsen	N/A	Forward	27	8477008	1994-03-25
3182	Ryan Pilon	N/A	Defenseman	24	8478395	1996-10-10
3183	Ryan Poehling	Montréal Canadiens	Forward	22	8480068	1999-01-03
3184	Ryan Pulock	New York Islanders	Defenseman	26	8477506	1994-10-06
3185	Ryan Reaves	New York Rangers	Forward	34	8471817	1987-01-20
3186	Ryan Rehill	N/A	Defenseman	25	8478060	1995-11-07
3187	Ryan Rupert	N/A	Forward	27	8477005	1994-06-02
3188	Ryan Russell	N/A	Forward	34	8471868	1987-05-02
3189	Ryan Segalla	Pittsburgh Penguins	Defenseman	26	8477351	1994-12-29
3190	Ryan Shannon	N/A	Forward	38	8471634	1983-03-02
3191	Ryan Shea	Dallas Stars	Defenseman	24	8478854	1997-02-11
3192	Ryan Smyth	N/A	Forward	45	8460496	1976-02-21
3193	Ryan Spooner	N/A	Forward	29	8475727	1992-01-30
3194	Ryan Sproul	N/A	Defenseman	28	8476450	1993-01-13
3195	Ryan Stanton	N/A	Defenseman	32	8475598	1989-07-20
3196	Ryan Stoa	N/A	Forward	34	8471708	1987-04-13
3197	Ryan Strome	New York Rangers	Forward	28	8476458	1993-07-11
3198	Ryan Suter	Dallas Stars	Defenseman	36	8470600	1985-01-21
3199	Ryan Suzuki	Carolina Hurricanes	Forward	20	8481576	2001-05-28
3200	Ryan Thang	N/A	Forward	34	8474143	1987-05-11
3201	Ryan Tverberg	Toronto Maple Leafs	Forward	19	8482525	2002-01-30
3202	Ryan Ufko	Nashville Predators	Defenseman	18	8482715	2003-05-07
3203	Ryan White	N/A	Forward	33	8473466	1988-03-17
3204	Ryan Whitney	N/A	Defenseman	38	8470309	1983-02-19
3205	Ryan Wilson	N/A	Defenseman	34	8473700	1987-02-03
3206	Ryan Winterton	Seattle Kraken	Forward	18	8482751	2003-09-04
3207	Ryan Zuhlsdorf	N/A	Defenseman	24	8478875	1997-07-01
3208	Ryane Clowe	N/A	Forward	38	8469622	1982-09-30
3209	Ryder Donovan	Vegas Golden Knights	Forward	20	8481539	2000-10-04
3210	Ryder Korczak	New York Rangers	Forward	18	8482656	2002-09-23
3211	Ryder Rolston	Chicago Blackhawks	Forward	19	8482082	2001-10-31
3212	Ryker Evans	Seattle Kraken	Defenseman	19	8482858	2001-12-13
3213	Saku Koivu	N/A	Forward	46	8459442	1974-11-23
3214	Saku Maenalanen	N/A	Forward	27	8477357	1994-05-29
3215	Saku Salminen	N/A	Forward	26	8477324	1994-10-20
3216	Sam Bennett	Florida Panthers	Forward	25	8477935	1996-06-20
3217	Sam Carrick	Anaheim Ducks	Forward	29	8475842	1992-02-04
3218	Sam Colangelo	Anaheim Ducks	Forward	19	8482118	2001-12-26
3219	Sam Gagner	Detroit Red Wings	Forward	32	8474040	1989-08-10
3220	Sam Hentges	Minnesota Wild	Forward	22	8481012	1999-07-26
3221	Sam Lafferty	Pittsburgh Penguins	Forward	26	8478043	1995-03-06
3222	Sam Montembeault	Florida Panthers	Goalie	24	8478470	1996-10-30
3223	Sam Poulin	Pittsburgh Penguins	Forward	20	8481591	2001-02-25
3224	Sam Reinhart	Florida Panthers	Forward	25	8477933	1995-11-06
3225	Sam Ruopp	N/A	Defenseman	25	8478860	1996-06-03
3226	Sam Stange	Detroit Red Wings	Forward	20	8482129	2001-04-20
3227	Sam Steel	Anaheim Ducks	Forward	23	8479351	1998-02-03
3228	Sami Aittokallio	N/A	Goalie	29	8475824	1992-08-06
3229	Sami Lepisto	N/A	Defenseman	36	8471279	1984-10-17
3230	Sami Niku	Winnipeg Jets	Defenseman	24	8478915	1996-10-10
3231	Sami Salo	N/A	Defenseman	47	8465202	1974-09-02
3232	Sami Vatanen	N/A	Defenseman	30	8475222	1991-06-03
3233	Sammy Blais	New York Rangers	Forward	25	8478104	1996-06-17
3234	Sampo Ranta	Colorado Avalanche	Forward	21	8480846	2000-05-31
3235	Samu Salminen	New Jersey Devils	Forward	18	8482760	2003-04-09
3236	Samu Tuomaala	Philadelphia Flyers	Forward	18	8482727	2003-01-08
3237	Samuel Bolduc	New York Islanders	Defenseman	20	8481541	2000-12-09
3238	Samuel Dove-McFalls	N/A	Forward	24	8478471	1997-04-10
3239	Samuel Ersson	Philadelphia Flyers	Goalie	21	8481035	1999-10-20
3240	Samuel Fagemo	Los Angeles Kings	Forward	21	8481239	2000-03-14
3241	Samuel Fejes	N/A	Forward	27	8476991	1994-05-31
3242	Samuel Girard	Colorado Avalanche	Defenseman	23	8479398	1998-05-12
3243	Samuel Helenius	Los Angeles Kings	Forward	18	8482726	2002-11-26
3244	Samuel Henley	N/A	Forward	28	8476511	1993-07-25
3245	Samuel Houde	N/A	Forward	21	8480987	2000-03-08
3246	Samuel Johannesson	Columbus Blue Jackets	Defenseman	20	8482499	2000-12-27
3247	Samuel Knazko	Columbus Blue Jackets	Defenseman	19	8482448	2002-08-07
3248	Samuel Kurker	N/A	Forward	27	8476920	1994-04-08
3249	Samuel Lipkin	Arizona Coyotes	Forward	18	8482924	2003-01-03
3250	Samuel Morin	Philadelphia Flyers	Forward	26	8477502	1995-07-12
3251	Samuel Pahlsson	N/A	Forward	43	8465192	1977-12-17
3252	Samuel Sjolund	Dallas Stars	Defenseman	20	8481714	2001-05-19
3253	Samuel Walker	Tampa Bay Lightning	Forward	22	8480267	1999-06-07
3254	Santeri Airola	Pittsburgh Penguins	Defenseman	21	8481705	2000-06-29
3255	Santeri Hatakka	San Jose Sharks	Defenseman	20	8481701	2001-01-15
3256	Santeri Saari	N/A	Defenseman	26	8477313	1994-10-18
3257	Santeri Virtanen	N/A	Forward	22	8480200	1999-05-11
3258	Santtu Kinnunen	Florida Panthers	Defenseman	22	8481009	1999-03-25
3259	Sasha Mutala	N/A	Forward	20	8481663	2001-05-06
3260	Sasha Pastujov	Anaheim Ducks	Forward	18	8482682	2003-07-15
3261	Scott Clemmensen	N/A	Goalie	44	8466339	1977-07-23
3262	Scott Darling	N/A	Goalie	32	8474152	1988-12-22
3263	Scott Foster	N/A	Goalie	39	8479138	1982-01-17
3264	Scott Glennie	N/A	Forward	30	8475173	1991-02-22
3265	Scott Gomez	N/A	Forward	41	8467351	1979-12-23
3266	Scott Hannan	N/A	Defenseman	42	8466158	1979-01-23
3267	Scott Harrington	Columbus Blue Jackets	Defenseman	28	8476449	1993-03-10
3268	Scott Hartnell	N/A	Forward	39	8468486	1982-04-18
3269	Scott Kosmachuk	N/A	Forward	27	8476910	1994-01-24
3270	Scott Laughton	Philadelphia Flyers	Forward	27	8476872	1994-05-30
3271	Scott Mayfield	New York Islanders	Defenseman	28	8476429	1992-10-14
3272	Scott Morrow	Carolina Hurricanes	Defenseman	18	8482666	2002-11-01
3273	Scott Nichol	N/A	Forward	46	8459687	1974-12-31
3274	Scott Parse	N/A	Forward	37	8471386	1984-09-05
3275	Scott Perunovich	St. Louis Blues	Defenseman	23	8481059	1998-08-18
3276	Scott Reedy	San Jose Sharks	Forward	22	8480060	1999-04-04
3277	Scott Sabourin	Ottawa Senators	Forward	29	8477149	1992-07-30
3278	Scott Timmins	N/A	Forward	32	8475304	1989-09-11
3279	Scott Walford	N/A	Defenseman	22	8480189	1999-01-12
3280	Scott Wedgewood	New Jersey Devils	Goalie	29	8475809	1992-08-14
3281	Scott Wilson	N/A	Forward	29	8476293	1992-04-24
3282	Scottie Upshall	N/A	Forward	37	8470105	1983-10-07
3283	Sean Avery	N/A	Forward	41	8468224	1980-04-10
3284	Sean Behrens	Colorado Avalanche	Defenseman	18	8482676	2003-03-31
3285	Sean Bergenheim	N/A	Forward	37	8470176	1984-02-08
3286	Sean Collins	N/A	Forward	32	8474744	1988-12-29
3287	Sean Collins	N/A	Defenseman	37	8473913	1983-10-30
3288	Sean Couturier	Philadelphia Flyers	Forward	28	8476461	1992-12-07
3289	Sean Day	Tampa Bay Lightning	Defenseman	23	8479413	1998-01-09
3290	Sean Durzi	Los Angeles Kings	Defenseman	22	8480434	1998-10-21
3291	Sean Farrell	Montréal Canadiens	Forward	19	8482081	2001-11-02
3292	Sean Kuraly	Columbus Blue Jackets	Forward	28	8476374	1993-01-20
3293	Sean Maguire	N/A	Goalie	28	8476963	1993-02-02
3294	Sean Malone	Buffalo Sabres	Forward	26	8477391	1995-04-30
3295	Sean Monahan	Calgary Flames	Forward	26	8477497	1994-10-12
3296	Sean O'Donnell	N/A	Defenseman	49	8458637	1971-10-13
3297	Sean Tschigerl	Anaheim Ducks	Forward	18	8482701	2003-04-11
3298	Sean Walker	Los Angeles Kings	Defenseman	26	8480336	1994-11-13
3299	Sebastian Aho	New York Islanders	Defenseman	25	8480222	1996-02-17
3300	Sebastian Aho	Carolina Hurricanes	Forward	24	8478427	1997-07-26
3301	Sebastian Collberg	N/A	Forward	27	8476863	1994-02-23
3302	Sebastian Cossa	Detroit Red Wings	Goalie	18	8482657	2002-11-21
3303	Sebastian Repo	N/A	Forward	25	8480255	1996-06-23
3304	Sebastian Walfridsson	N/A	Defenseman	22	8480232	1999-03-19
3305	Sebastien Caron	N/A	Goalie	41	8467959	1980-06-25
3306	Semyon Chystyakov	Nashville Predators	Defenseman	20	8481718	2001-08-07
3307	Semyon Der-Arguchintsev	Toronto Maple Leafs	Forward	21	8480977	2000-09-15
3308	Semyon Kizimov	Toronto Maple Leafs	Forward	21	8481054	2000-01-19
3309	Semyon Varlamov	New York Islanders	Goalie	33	8473575	1988-04-27
3310	Semyon Vyazovoi	Seattle Kraken	Goalie	18	8482884	2003-02-26
3311	Sergei Bobrovsky	Florida Panthers	Goalie	32	8475683	1988-09-20
3312	Sergei Boikov	Colorado Avalanche	Defenseman	25	8478884	1996-01-24
3313	Sergei Gonchar	N/A	Defenseman	47	8458951	1974-04-13
3314	Sergei Kostitsyn	N/A	Forward	34	8471859	1987-03-20
3315	Sergei Plotnikov	N/A	Forward	31	8478928	1990-06-03
3316	Sergey Kalinin	N/A	Forward	30	8478566	1991-03-17
3317	Sergey Kostenko	Washington Capitals	Goalie	29	8477039	1992-09-17
3318	Sergey Tolchinsky	N/A	Forward	26	8477566	1995-02-03
3319	Sergey Zborovskiy	N/A	Defenseman	24	8478835	1997-02-21
3320	Serron Noel	Florida Panthers	Forward	21	8480856	2000-08-08
3321	Seth Barton	Detroit Red Wings	Defenseman	22	8480882	1999-08-18
3322	Seth Griffith	Edmonton Oilers	Forward	28	8476495	1993-01-04
3323	Seth Helgeson	N/A	Defenseman	30	8475274	1990-10-08
3324	Seth Jarvis	Carolina Hurricanes	Forward	19	8482093	2002-02-01
3325	Seth Jones	Chicago Blackhawks	Defenseman	26	8477495	1994-10-03
3326	Shai Buium	Detroit Red Wings	Defenseman	18	8482777	2003-03-26
3327	Shakir Mukhamadullin	New Jersey Devils	Defenseman	19	8482166	2002-01-10
3328	Shamil Shmakov	Colorado Avalanche	Goalie	22	8481007	1999-07-27
3329	Shane Bowers	Colorado Avalanche	Forward	22	8480032	1999-07-30
3330	Shane Doan	N/A	Forward	44	8462038	1976-10-10
3331	Shane Eiserman	N/A	Forward	25	8478030	1995-10-10
3332	Shane Gersich	Washington Capitals	Forward	25	8478063	1996-07-10
3333	Shane Harper	N/A	Forward	32	8475597	1989-02-01
3334	Shane Lachance	Edmonton Oilers	Forward	18	8482941	2003-08-30
3335	Shane O'Brien	N/A	Defenseman	38	8470839	1983-08-09
3336	Shane Pinto	Ottawa Senators	Forward	20	8481596	2000-11-12
3337	Shane Prince	N/A	Forward	28	8476386	1992-11-16
3338	Shawn Boudrias	N/A	Forward	22	8480409	1999-09-14
3339	Shawn Horcoff	N/A	Forward	43	8467423	1978-09-17
3340	Shawn Hunwick	N/A	Goalie	34	8476803	1987-04-09
3341	Shawn Lalonde	N/A	Defenseman	31	8474629	1990-03-10
3342	Shawn Matthias	N/A	Forward	33	8473574	1988-02-19
3343	Shawn Thornton	N/A	Forward	44	8465978	1977-07-23
3344	Shayne Gostisbehere	Arizona Coyotes	Defenseman	28	8476906	1993-04-20
3345	Shea Theodore	Vegas Golden Knights	Defenseman	26	8477447	1995-08-03
3346	Shea Weber	Montréal Canadiens	Defenseman	36	8470642	1985-08-14
3347	Sheldon Brookbank	N/A	Defenseman	40	8469992	1980-10-03
3348	Sheldon Dries	Vancouver Canucks	Forward	27	8480326	1994-04-23
3349	Sheldon Rempal	Vancouver Canucks	Forward	26	8480776	1995-08-07
3350	Sheldon Souray	N/A	Defenseman	45	8460561	1976-07-13
3351	Sidney Crosby	Pittsburgh Penguins	Forward	34	8471675	1987-08-07
3352	Simon Benoit	Anaheim Ducks	Defenseman	23	8481122	1998-09-19
3353	Simon Bourque	N/A	Defenseman	24	8478517	1997-01-12
3354	Simon Despres	N/A	Defenseman	30	8475155	1991-07-27
3355	Simon Edvinsson	Detroit Red Wings	Defenseman	18	8482762	2003-02-05
3356	Simon Fernholm	N/A	Defenseman	27	8477000	1994-03-06
3357	Simon Gagne	N/A	Forward	41	8467346	1980-02-29
3358	Simon Holmstrom	New York Islanders	Forward	20	8481601	2001-05-24
3359	Simon Johansson	Minnesota Wild	Defenseman	22	8481037	1999-06-14
3360	Simon Kjellberg	New York Rangers	Defenseman	21	8481038	2000-02-17
3361	Simon Knak	Nashville Predators	Forward	19	8482204	2002-01-27
3362	Simon Lundmark	Winnipeg Jets	Defenseman	20	8481547	2000-10-08
3363	Simon Moser	N/A	Forward	32	8477666	1989-03-10
3364	Simon Robertsson	St. Louis Blues	Forward	18	8482716	2003-02-05
3365	Skyler Brind'Amour	Edmonton Oilers	Forward	22	8480291	1999-07-27
3366	Skyler McKenzie	N/A	Forward	23	8480266	1998-01-20
3367	Slater Koekkoek	Edmonton Oilers	Defenseman	27	8476886	1994-02-18
3368	Slava Voynov	N/A	Defenseman	31	8474594	1990-01-15
3369	Sonny Milano	Anaheim Ducks	Forward	25	8477947	1996-05-12
3370	Spencer Abbott	N/A	Forward	33	8476805	1988-04-30
3371	Spencer Foo	N/A	Forward	27	8480330	1994-05-19
3372	Spencer Knight	Florida Panthers	Goalie	20	8481519	2001-04-19
3373	Spencer Machacek	N/A	Forward	32	8474146	1988-10-14
3374	Spencer Martin	Vancouver Canucks	Goalie	26	8477484	1995-06-08
3375	Spencer Smallman	Carolina Hurricanes	Forward	25	8478867	1996-09-09
3376	Spencer Stastney	Nashville Predators	Defenseman	21	8481056	2000-01-04
3377	Spencer Watson	N/A	Forward	25	8478135	1996-04-25
3378	Stanislav Demin	Chicago Blackhawks	Defenseman	21	8480888	2000-04-04
3379	Stanislav Galiev	N/A	Forward	29	8475816	1992-01-17
3380	Stanislav Svozil	Columbus Blue Jackets	Defenseman	18	8482711	2003-01-17
3381	Stefan Elliott	N/A	Defenseman	30	8475206	1991-01-30
3382	Stefan Matteau	Colorado Avalanche	Forward	27	8476870	1994-02-23
3383	Stefan Noesen	Carolina Hurricanes	Forward	28	8476474	1993-02-12
3384	Stelio Mattheos	Carolina Hurricanes	Forward	22	8479989	1999-06-14
3385	Stepan Falkovsky	N/A	Defenseman	24	8479558	1996-12-18
3386	Stephane Da Costa	N/A	Forward	32	8476205	1989-07-11
3387	Stephane Robidas	N/A	Defenseman	44	8462196	1977-03-03
3388	Stephane Veilleux	N/A	Forward	39	8469542	1981-11-16
3389	Stephen Desrocher	N/A	Defenseman	25	8478879	1996-01-26
3390	Stephen Gionta	N/A	Forward	37	8472410	1983-10-09
3391	Stephen Johns	N/A	Defenseman	29	8475730	1992-04-18
3392	Stephen Weiss	N/A	Forward	38	8469457	1983-04-03
3393	Stephon Williams	N/A	Goalie	28	8477431	1993-04-28
3394	Steve Begin	N/A	Forward	43	8464994	1978-06-14
3395	Steve Bernier	N/A	Forward	36	8470609	1985-03-31
3396	Steve Downie	N/A	Forward	34	8471703	1987-04-03
3397	Steve Eminger	N/A	Defenseman	37	8470192	1983-10-31
3398	Steve MacIntyre	N/A	Forward	41	8470896	1980-08-08
3399	Steve Mason	N/A	Goalie	33	8473461	1988-05-29
3400	Steve Montador	N/A	Defenseman	41	8468927	1979-12-21
3401	Steve Oleksy	N/A	Defenseman	35	8476162	1986-02-04
3402	Steve Ott	N/A	Forward	39	8468505	1982-08-19
3403	Steve Staios	N/A	Defenseman	48	8458541	1973-07-28
3404	Steve Sullivan	N/A	Forward	47	8460719	1974-07-06
3405	Steven Fogarty	Boston Bruins	Forward	28	8476396	1993-04-19
3406	Steven Hodges	N/A	Forward	27	8476900	1994-05-05
3407	Steven Johnson	N/A	Defenseman	27	8478050	1994-06-27
3408	Steven Kampfer	N/A	Defenseman	32	8474000	1988-09-24
3409	Steven Lorentz	Carolina Hurricanes	Forward	25	8478904	1996-04-13
3410	Steven Pinizzotto	N/A	Forward	37	8473911	1984-04-26
3411	Steven Ruggiero	N/A	Defenseman	24	8478898	1997-01-01
3412	Steven Santini	St. Louis Blues	Defenseman	26	8477463	1995-03-07
3413	Steven Spinner	N/A	Forward	25	8478088	1995-12-15
3414	Steven Stamkos	Tampa Bay Lightning	Forward	31	8474564	1990-02-07
3415	Steven Zalewski	N/A	Forward	35	8471365	1986-08-20
3416	Stiven Sardarian	Buffalo Sabres	Forward	18	8482912	2003-02-07
3417	Stu Bickel	N/A	Defenseman	34	8474772	1986-10-02
3418	Stuart Percy	N/A	Defenseman	28	8476478	1993-05-18
3419	Stuart Skinner	Edmonton Oilers	Goalie	22	8479973	1998-11-01
3420	Sven Andrighetto	N/A	Forward	28	8477413	1993-03-21
3421	Sven Baertschi	Vegas Golden Knights	Forward	28	8476466	1992-10-05
3422	T.J. Oshie	Washington Capitals	Forward	34	8471698	1986-12-23
3423	T.J. Tynan	Los Angeles Kings	Forward	29	8476391	1992-02-25
3424	TJ Brennan	N/A	Defenseman	32	8474113	1989-04-03
3425	TJ Brodie	Toronto Maple Leafs	Defenseman	31	8474673	1990-06-07
